prompt_text,inferred_speaker
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You are rather disposed to call his interference officious?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not see what right Mr. Darcy had to decide on the propriety of his friend's inclination, or why, upon his own judgment alone, he was to determine and direct in what manner that friend was to be happy."" ""But,"" she continued, recollecting herself, ""as we know none of the particulars, it is not fair to condemn him. It is not to be supposed that there was much affection in the case.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you! 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""That is not an unnatural surmise,"" said Fitzwilliam, ""but it is lessening the honour of my cousin's triumph very sadly.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""There were some very strong objections against the lady,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""To Jane herself,"" she exclaimed, ""there could be no possibility of objection. All loveliness and goodness as she is! Her understanding excellent, her mind improved, and her manners captivating. Neither could any thing be urged against my father, who, though with some peculiarities, has abilities which Mr. Darcy himself need not disdain, and respectability which he will probably never reach."" '

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""In vain have I struggled. It will not do. My feelings will not be repressed. You must allow me to tell you how ardently I admire and love you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""In such cases as this, it is, I believe, the established mode to express a sense of obligation for the sentiments avowed, however unequally they may be returned. It is natural that obligation should be felt, and if I could _feel_ gratitude, I would now thank you. But I cannot--I have never desired your good opinion, and you have certainly bestowed it most unwillingly. I am sorry to have occasioned pain to any one. It has been most unconsciously done, however, and I hope will be of short duration. The feelings which, you tell me, have long prevented the acknowledgment of your regard, can have little difficulty in overcoming it after this explanation.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you! 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And this is all the reply which I am to have the honour of expecting! I might, perhaps, wish to be informed why, with so little _endeavour_ at civility, I am thus rejected. But it is of small importance.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I might as well enquire,"" replied she, ""why with so evident a design of offending and insulting me, you chose to tell me that you liked me against your will, against your reason, and even against your character? Was not this some excuse for incivility, if I _was_ uncivil? But I have other provocations. You know I have. Had not my own feelings decided against you, had they been indifferent, or had they even been favourable, do you think that any consideration would tempt me to accept the man, who has been the means of ruining, perhaps for ever, the happiness of a most beloved sister?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I have every reason in the world to think ill of you. No motive can excuse the unjust and ungenerous part you acted _there_. You dare not, you cannot deny that you have been the principal, if not the only means of dividing them from each other, of exposing one to the censure of the world for caprice and instability, the other to its derision for disappointed hopes, and involving them both in misery of the acutest kind.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

The speaker is:

Northanger Abbey"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Can you deny that you have done it?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I have no wish of denying that I did every thing in my power to separate my friend from your sister, or that I rejoice in my success. Towards _him_ I have been kinder than towards myself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But it is not merely this affair,"" she continued, ""on which my dislike is founded. Long before it had taken place, my opinion of you was decided. Your character was unfolded in the recital which I received many months ago from Mr. Wickham. On this subject, what can you have to say? In what imaginary act of friendship can you here defend yourself? or under what misrepresentation, can you here impose upon others?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You take an eager interest in that gentleman's concerns,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Who that knows what his misfortunes have been, can help feeling an interest in him?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""His misfortunes!"" repeated Darcy contemptuously; ""yes, his misfortunes have been great indeed.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And of your infliction,"" cried Elizabeth with energy. ""You have reduced him to his present state of poverty, comparative poverty. You have withheld the advantages, which you must know to have been designed for him. You have deprived the best years of his life, of that independence which was no less his due than his desert. You have done all this! and yet you can treat the mention of his misfortunes with contempt and ridicule.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And this,"" cried Darcy, as he walked with quick steps across the room, ""is your opinion of me! This is the estimation in which you hold me! I thank you for explaining it so fully. My faults, according to this calculation, are heavy indeed! But perhaps,"" added he, stopping in his walk, and turning towards her, ""these offences might have been overlooked, had not your pride been hurt by my honest confession of the scruples that had long prevented my forming any serious design. These bitter accusations might have been suppressed, had I with greater policy concealed my struggles, and flattered you into the belief of my being impelled by unqualified, unalloyed inclination; by reason, by reflection, by every thing. But disguise of every sort is my abhorrence. Nor am I ashamed of the feelings I related. They were natural and just. Could you expect me to rejoice in the inferiority of your connections? To congratulate myself on the hope of relations, whose condition in life is so decidedly beneath my own?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You are mistaken, Mr. Darcy, if you suppose that the mode of your declaration affected me in any other way, than as it spared me the concern which I might have felt in refusing you, had you behaved in a more gentleman-like manner.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You could not have made me the offer of your hand in any possible way that would have tempted me to accept it.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""From the very beginning, from the first moment I may almost say, of my acquaintance with you, your manners impressing me with the fullest belief of your arrogance, your conceit, and your selfish disdain of the feelings of others, were such as to form that ground-work of disapprobation, on which succeeding events have built so immoveable a dislike; and I had not known you a month before I felt that you were the last man in the world whom I could ever be prevailed on to marry.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer: Elizabeth Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You have said quite enough, madam. I perfectly comprehend your feelings, and have now only to be ashamed of what my own have been. Forgive me for having taken up so much of your time, and accept my best wishes for your health and happiness.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I have been walking in the grove some time in the hope of meeting you. Will you do me the honour of reading that letter?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""This must be false! This cannot be! This must be the grossest falsehood!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""How despicably have I acted!"" she cried.--""I, who have prided myself on my discernment!--I, who have valued myself on my abilities! who have often disdained the generous candour of my sister, and gratified my vanity, in useless or blameable distrust.--How humiliating is this discovery!--Yet, how just a humiliation!--Had I been in love, I could not have been more wretchedly blind. But vanity, not love, has been my folly.--Pleased with the preference of one, and offended by the neglect of the other, on the very beginning of our acquaintance, I have courted prepossession and ignorance, and driven reason away, where either were concerned. Till this moment, I never knew myself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

The speaker is:
Emma Woodhouse"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I assure you, I feel it exceedingly,"" said Lady Catherine; ""I believe nobody feels the loss of friends so much as I do. But I am particularly attached to these young men; and know them to be so much attached to me!--They were excessively sorry to go! But so they always are. The dear colonel rallied his spirits tolerably till just at last; but Darcy seemed to feel it most acutely, more I think than last year. His attachment to Rosings, certainly increases.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But if that is the case, you must write to your mother to beg that you may stay a little longer. Mrs. Collins will be very glad of your company, I am sure.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am much obliged to your ladyship for your kind invitation,"" replied Elizabeth, ""but it is not in my power to accept it.--I must be in town next Saturday.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Why, at that rate, you will have been here only six weeks. I expected you to stay two months. I told Mrs. Collins so before you came. There can be no occasion for your going so soon. Mrs. Bennet could certainly spare you for another fortnight.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But my father cannot.--He wrote last week to hurry my return.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! your father of course may spare you, if your mother can.--Daughters are never of so much consequence to a father. And if you will stay another _month_ complete, it will be in my power to take one of you as far as London, for I am going there early in June, for a week; and as Dawson does not object to the Barouche box, there will be very good room for one of you--and indeed, if the weather should happen to be cool, I should not object to taking you both, as you are neither of you large.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You are all kindness, Madam; but I believe we must abide by our original plan.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mrs. Collins, you must send a servant with them. You know I always speak my mind, and I cannot bear the idea of two young women travelling post by themselves. It is highly improper. You must contrive to send somebody. I have the greatest dislike in the world to that sort of thing.--Young women should always be properly guarded and attended, according to their situation in life. When my niece Georgiana went to Ramsgate last summer, I made a point of her having two men servants go with her.--Miss Darcy, the daughter of Mr. Darcy, of Pemberley, and Lady Anne, could not have appeared with propriety in a different manner.--I am excessively attentive to all those things. You must send John with the young ladies, Mrs. Collins. I am glad it occurred to me to mention it; for it would really be discreditable to _you_ to let them go alone.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""My uncle is to send a servant for us.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh!--Your uncle!--He keeps a man-servant, does he?--I am very glad you have somebody who thinks of those things. Where shall you change horses?--Oh! Bromley, of course.--If you mention my name at the Bell, you will be attended to.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I know not, Miss Elizabeth,"" said he, ""whether Mrs. Collins has yet expressed her sense of your kindness in coming to us, but I am very certain you will not leave the house without receiving her thanks for it. The favour of your company has been much felt, I assure you. We know how little there is to tempt any one to our humble abode. Our plain manner of living, our small rooms, and few domestics, and the little we see of the world, must make Hunsford extremely dull to a young lady like yourself; but I hope you will believe us grateful for the condescension, and that we have done every thing in our power to prevent your spending your time unpleasantly.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""It gives me the greatest pleasure to hear that you have passed your time not disagreeably. We have certainly done our best; and most fortunately having it in our power to introduce you to very superior society, and from our connection with Rosings, the frequent means of varying the humble home scene, I think we may flatter ourselves that your Hunsford visit cannot have been entirely irksome. Our situation with regard to Lady Catherine's family is indeed the sort of extraordinary advantage and blessing which few can boast. You see on what a footing we are. You see how continually we are engaged there. In truth I must acknowledge that, with all the disadvantages of this humble parsonage, I should not think any one abiding in it an object of compassion, while they are sharers of our intimacy at Rosings.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Charlotte Lucas"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You may, in fact, carry a very favourable report of us into Hertfordshire, my dear cousin. I flatter myself at least that you will be able to do so. Lady Catherine's great attentions to Mrs. Collins you have been a daily witness of; and altogether I trust it does not appear that your friend has drawn an unfortunate--but on this point it will be as well to be silent. Only let me assure you, my dear Miss Elizabeth, that I can from my heart most cordially wish you equal felicity in marriage. My dear Charlotte and I have but one mind and one way of thinking. There is in every thing a most remarkable resemblance of character and ideas between us. We seem to have been designed for each other.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But,"" he added, ""you will of course wish to have your humble respects delivered to them, with your grateful thanks for their kindness to you while you have been here.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Good gracious!"" cried Maria, after a few minutes silence, ""it seems but a day or two since we first came!--and yet how many things have happened!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""A great many indeed,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thanks!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""We have dined nine times at Rosings, besides drinking tea there twice!--How much I shall have to tell!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And how much I shall have to conceal.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And we mean to treat you all,"" added Lydia; ""but you must lend us the money, for we have just spent ours at the shop out there."" Then shewing her purchases: ""Look here, I have bought this bonnet. I do not think it is very pretty; but I thought I might as well buy it as not. I shall pull it to pieces as soon as I get home, and see if I can make it up any better.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! but there were two or three much uglier in the shop; and when I have bought some prettier-coloured satin to trim it with fresh, I think it will be very tolerable. Besides, it will not much signify what one wears this summer, after the ----shire have left Meryton, and they are going in a fortnight.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Are they indeed?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""They are going to be encamped near Brighton; and I do so want papa to take us all there for the summer! It would be such a delicious scheme, and I dare say would hardly cost any thing at all. Mamma would like to go too of all things! Only think what a miserable summer else we shall have!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes,"" thought Elizabeth, ""_that_ would be a delightful scheme, indeed, and completely do for us at once. Good Heaven! Brighton, and a whole campful of soldiers, to us, who have been overset already by one poor regiment of militia, and the monthly balls of Meryton.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Now I have got some news for you,"" said Lydia, as they sat down to table. ""What do you think? It is excellent news, capital news, and about a certain person that we all like.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Aye, that is just like your formality and discretion. You thought the waiter must not hear, as if he cared! I dare say he often hears worse things said than I am going to say. But he is an ugly fellow! I am glad he is gone. I never saw such a long chin in my life. Well, but now for my news: it is about dear Wickham; too good for the waiter, is not it? There is no danger of Wickham's marrying Mary King. There's for you! She is gone down to her uncle at Liverpool; gone to stay. Wickham is safe.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And Mary King is safe!"" added Elizabeth; ""safe from a connection imprudent as to fortune.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""She is a great fool for going away, if she liked him.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But I hope there is no strong attachment on either side,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am sure there is not on _his_. I will answer for it he never cared three straws about her. Who _could_ about such a nasty little freckled thing?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""How nicely we are crammed in!"" cried Lydia. ""I am glad I bought my bonnet, if it is only for the fun of having another bandbox! Well, now let us be quite comfortable and snug, and talk and laugh all the way home. And in the first place, let us hear what has happened to you all, since you went away. Have you seen any pleasant men? Have you had any flirting? I was in great hopes that one of you would have got a husband before you came back. Jane will be quite an old maid soon, I declare. She is almost three and twenty! Lord, how ashamed I should be of not being married before three and twenty! My aunt Philips wants you so to get husbands, you can't think. She says Lizzy had better have taken Mr. Collins; but _I_ do not think there would have been any fun in it. Lord! how I should like to be married before any of you; and then I would chaperon you about to all the balls. Dear me! we had such a good piece of fun the other day at Colonel Forster's. Kitty and me were to spend the day there, and Mrs. Forster promised to have a little dance in the evening; (by the bye, Mrs. Forster and me are _such_ friends!) and so she asked the two Harringtons to come, but Harriet was ill, and so Pen was forced to come by herself; and then, what do you think we did? We dressed up Chamberlayne in woman's clothes, on purpose to pass for a lady,--only think what fun! Not a soul knew of it, but Col. and Mrs. Forster, and Kitty and me, except my aunt, for we were forced to borrow one of her gowns; and you cannot imagine how well he looked! When Denny, and Wickham, and Pratt, and two or three more of the men came in, they did not know him in the least. Lord! how I laughed! and so did Mrs. Forster. I thought I should have died. And _that_ made the men suspect something, and then they soon found out what was the matter.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am glad you are come back, Lizzy.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! Mary,"" said she, ""I wish you had gone with us, for we had such fun! as we went along, Kitty and me drew up all the blinds, and pretended there was nobody in the coach; and I should have gone so all the way, if Kitty had not been sick; and when we got to the George, I do think we behaved very handsomely, for we treated the other three with the nicest cold luncheon in the world, and if you would have gone, we would have treated you too. And then when we came away it was such fun! I thought we never should have got into the coach. I was ready to die of laughter. And then we were so merry all the way home! we talked and laughed so loud, that any body might have heard us ten miles off!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mary"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Far be it from me, my dear sister, to depreciate such pleasures. They would doubtless be congenial with the generality of female minds. But I confess they would have no charms for _me_. I should infinitely prefer a book.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""His being so sure of succeeding, was wrong,"" said she; ""and certainly ought not to have appeared; but consider how much it must increase his disappointment.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Indeed,"" replied Elizabeth, ""I am heartily sorry for him; but he has other feelings which will probably soon drive away his regard for me. You do not blame me, however, for refusing him?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Blame you! Oh, no.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But you blame me for having spoken so warmly of Wickham.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No--I do not know that you were wrong in saying what you did.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But you _will_ know it, when I have told you what happened the very next day.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""This will not do,"" said Elizabeth. ""You never will be able to make both of them good for any thing. Take your choice, but you must be satisfied with only one. There is but such a quantity of merit between them; just enough to make one good sort of man; and of late it has been shifting about pretty much. For my part, I am inclined to believe it all Mr. Darcy's, but you shall do as you chuse.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not know when I have been more shocked,"" said she. ""Wickham so very bad! It is almost past belief. And poor Mr. Darcy! dear Lizzy, only consider what he must have suffered. Such a disappointment! and with the knowledge of your ill opinion too! and having to relate such a thing of his sister! It is really too distressing. I am sure you must feel it so.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! no, my regret and compassion are all done away by seeing you so full of both. I know you will do him such ample justice, that I am growing every moment more unconcerned and indifferent. Your profusion makes me saving; and if you lament over him much longer, my heart will be as light as a feather.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Poor Wickham; there is such an expression of goodness in his countenance! such an openness and gentleness in his manner.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""There certainly was some great mismanagement in the education of those two young men. One has got all the goodness, and the other all the appearance of it.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I never thought Mr. Darcy so deficient in the _appearance_ of it as you used to do.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And yet I meant to be uncommonly clever in taking so decided a dislike to him, without any reason. It is such a spur to one's genius, such an opening for wit to have a dislike of that kind. One may be continually abusive without saying any thing just; but one cannot be always laughing at a man without now and then stumbling on something witty.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Lizzy, when you first read that letter, I am sure you could not treat the matter as you do now.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Indeed I could not. I was uncomfortable enough. I was very uncomfortable, I may say unhappy. And with no one to speak to, of what I felt, no Jane to comfort me and say that I had not been so very weak and vain and nonsensical as I knew I had! Oh! how I wanted you!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""How unfortunate that you should have used such very strong expressions in speaking of Wickham to Mr. Darcy, for now they _do_ appear wholly undeserved.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Certainly. But the misfortune of speaking with bitterness, is a most natural consequence of the prejudices I had been encouraging. There is one point, on which I want your advice. I want to be told whether I ought, or ought not to make our acquaintance in general understand Wickham's character.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer:
Elizabeth Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Surely there can be no occasion for exposing him so dreadfully. What is your own opinion?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""That it ought not to be attempted. Mr. Darcy has not authorised me to make his communication public. On the contrary every particular relative to his sister, was meant to be kept as much as possible to myself; and if I endeavour to undeceive people as to the rest of his conduct, who will believe me? The general prejudice against Mr. Darcy is so violent, that it would be the death of half the good people in Meryton, to attempt to place him in an amiable light. I am not equal to it. Wickham will soon be gone; and therefore it will not signify to anybody here, what he really is. Sometime hence it will be all found out, and then we may laugh at their stupidity in not knowing it before. At present I will say nothing about it.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You are quite right. To have his errors made public might ruin him for ever. He is now perhaps sorry for what he has done, and anxious to re-establish a character. We must not make him desperate.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And then,"" said she, ""if that very improbable event should ever take place, I shall merely be able to tell what Bingley may tell in a much more agreeable manner himself. The liberty of communication cannot be mine till it has lost all its value!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well, Lizzy,"" said Mrs. Bennet one day, ""what is your opinion _now_ of this sad business of Jane's? For my part, I am determined never to speak of it again to anybody. I told my sister Philips so the other day. But I cannot find out that Jane saw any thing of him in London. Well, he is a very undeserving young man--and I do not suppose there is the least chance in the world of her ever getting him now. There is no talk of his coming to Netherfield again in the summer; and I have enquired of every body too, who is likely to know.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not believe that he will ever live at Netherfield any more.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh, well! it is just as he chooses. Nobody wants him to come. Though I shall always say that he used my daughter extremely ill; and if I was her, I would not have put up with it. Well, my comfort is, I am sure Jane will die of a broken heart, and then he will be sorry for what he has done.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well, Lizzy,"" continued her mother soon afterwards, ""and so the Collinses live very comfortable, do they? Well, well, I only hope it will last. And what sort of table do they keep? Charlotte is an excellent manager, I dare say. If she is half as sharp as her mother, she is saving enough. There is nothing extravagant in _their_ housekeeping, I dare say.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No, nothing at all.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""A great deal of good management, depend upon it. Yes, yes. _They_ will take care not to outrun their income. _They_ will never be distressed for money. Well, much good may it do them! And so, I suppose, they often talk of having Longbourn when your father is dead. They look upon it quite as their own, I dare say, whenever that happens.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""It was a subject which they could not mention before me.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No. It would have been strange if they had. But I make no doubt, they often talk of it between themselves. Well, if they can be easy with an estate that is not lawfully their own, so much the better. _I_ should be ashamed of having one that was only entailed on me.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
